GEOIDFQ,cat4_mom_slosh_hightide_maximum,emergency_shelters_count,FEMA_SFHA_intersect,fire_stations_count,igtn_prob_test_maximum,n10_landslide_susc_maximum,onsite_sewage_disposal_count,police_stations_count,slrxa_3pt2ft_acres,staterf_inann_mean,wastewater_plants_count,GEO_ID,NAME,B01001_001E,B25034_006E,B25034_007E,B25034_008E,B25034_009E,B25034_010E,B25034_011E,B25046_001E,B27010_017E,B27010_033E,B27010_050E,B27010_066E,B28002_013E,C16002_004E,C16002_007E,C16002_010E,C16002_013E,B09019_005E,B09019_008E,B19101_001E,C17002_002E,C17002_003E,C17002_004E,C17002_005E,C17002_006E,C17002_007E,B20005_002E,B01001_003E,B01001_004E,B01001_005E,B01001_006E,B01001_020E,B01001_021E,state,county,tract,block group,GEO_ID_2,B05013_017E,B05013_018E,B05013_019E,B01001_017E,B01001_018E,B01001_019E,B01001_016E,B01001_044E,B01001_045E,B01001_046E,B01001_047E,B01001_048E,B01001_049E,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B02001_007E,B02001_008E,B25008_003E,GEO_ID_2.1,P5_002N,P5_003N,P5_004N,P5_005N,P5_008N,P5_009N,P5_010N
1500000US150030102051,12.0,1,1,1,0.40000000596,81.0,339,1,129.604577745,78.6000082435,2,1500000US150030102051,Block Group 1; Census Tract 102.05; Honolulu County; Hawaii,1494,43,233,94,45,82,0,988.0,0,0,27,0,18,0,0,12,7,30,96,413,33,58,19,58,15,0,,41,51,76,16,19,32,15,3,10205,1,1500000US150030102051,,,,45,5,12,109,30,34,30,17,0,6,581,9,0,103,135,9,657,401,1500000US150030102051,0,0,0,0,0,0,26
1500000US150030094021,,1,0,1,0.889999985695,5.0,1,1,,42.5775527954,1,1500000US150030094021,Block Group 1; Census Tract 94.02; Honolulu County; Hawaii,1316,12,59,134,115,22,17,656.0,0,51,84,8,37,0,0,43,0,16,44,308,131,364,32,0,63,50,,60,28,0,85,0,9,15,3,9402,1,1500000US150030094021,,,,60,50,0,27,8,31,18,9,0,0,140,17,0,325,366,0,468,1093,1500000US150030094021,0,0,0,0,0,0,0
1500000US150030094022,,1,0,1,0.899999976158,61.0,3,1,,43.0191192627,1,1500000US150030094022,Block Group 2; Census Tract 94.02; Honolulu County; Hawaii,1064,21,18,154,150,8,19,807.0,0,38,1,0,45,0,0,11,0,71,93,219,81,48,13,37,55,11,,41,0,21,9,11,34,15,3,9402,2,1500000US150030094022,,,,65,23,47,0,0,0,44,44,43,57,72,36,0,803,14,5,134,389,1500000US150030094022,0,0,0,0,0,0,15
1500000US150030094023,,1,0,1,0.77999997139,27.0,1,1,,41.1073597499,1,1500000US150030094023,Block Group 3; Census Tract 94.02; Honolulu County; Hawaii,952,72,186,119,61,0,0,378.0,0,0,0,0,103,0,21,42,0,65,79,240,246,155,63,22,75,43,,13,117,35,17,0,10,15,3,9402,3,1500000US150030094023,,,,21,0,28,0,0,16,0,0,22,29,74,43,0,136,312,0,387,933,1500000US150030094023,0,0,0,0,0,0,0
1500000US150030095071,,1,0,1,0.910000026226,81.0,1,1,,38.5256658034,1,1500000US150030095071,Block Group 1; Census Tract 95.07; Honolulu County; Hawaii,1621,28,175,83,181,99,0,790.0,0,14,0,0,0,0,0,0,0,27,83,390,26,107,20,118,26,27,,95,56,62,14,0,0,15,3,9507,1,1500000US150030095071,,,,4,4,0,0,0,0,0,0,0,0,700,609,13,24,6,65,204,1188,1500000US150030095071,0,0,0,0,0,720,0
1500000US150030095072,,1,0,1,0.930000007153,0.0,1,1,,38.4439201355,1,1500000US150030095072,Block Group 2; Census Tract 95.07; Honolulu County; Hawaii,1211,0,0,0,0,0,0,-666666666.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,15,3,9507,2,1500000US150030095072,,,,0,0,0,0,0,0,0,0,0,0,711,243,13,55,9,58,122,0,1500000US150030095072,0,0,0,0,0,1153,0
1500000US150030095081,,1,0,1,0.920000016689,4.0,1,1,,38.7284466137,1,1500000US150030095081,Block Group 1; Census Tract 95.08; Honolulu County; Hawaii,1968,23,34,50,0,0,1,1031.0,0,0,0,0,0,0,0,0,0,179,0,489,0,420,35,136,113,61,,151,156,24,48,0,0,15,3,9508,1,1500000US150030095081,,,,0,0,0,30,0,0,0,0,0,0,1230,187,81,208,181,0,81,1968,1500000US150030095081,0,0,0,0,0,0,0
1500000US150030095091,,1,0,1,0.920000016689,0.0,1,1,,38.488615036,1,1500000US150030095091,Block Group 1; Census Tract 95.09; Honolulu County; Hawaii,1461,9,0,16,0,0,0,650.0,0,0,0,0,54,0,54,0,0,68,0,347,0,0,145,98,54,133,,217,47,42,15,0,0,15,3,9509,1,1500000US150030095091,,,,0,0,0,0,0,0,0,0,0,0,916,429,0,28,26,13,49,1461,1500000US150030095091,0,0,0,0,0,0,0
1500000US150030095092,,1,0,1,0.889999985695,0.0,1,1,,38.3248375787,1,1500000US150030095092,Block Group 2; Census Tract 95.09; Honolulu County; Hawaii,1894,27,39,6,10,0,0,914.0,0,43,0,0,0,0,0,0,0,29,0,466,21,69,69,112,295,237,,260,22,81,45,0,0,15,3,9509,2,1500000US150030095092,,,,6,0,0,0,0,0,0,0,0,0,1026,398,20,102,0,86,262,1894,1500000US150030095092,0,0,0,0,0,0,0
1500000US150030095101,,1,0,1,0.910000026226,0.0,1,1,,39.0514437358,1,1500000US150030095101,Block Group 1; Census Tract 95.10; Honolulu County; Hawaii,999,67,0,0,0,0,0,549.0,0,34,0,0,0,0,0,17,0,27,34,235,0,0,0,0,331,0,,174,79,64,6,0,0,15,3,9510,1,1500000US150030095101,,,,0,0,0,0,0,0,0,0,0,0,570,131,0,215,0,44,39,999,1500000US150030095102,0,0,0,0,0,0,0
1500000US150030095102,,1,0,1,0.730000019073,0.0,1,1,,39.5955924988,1,1500000US150030095102,Block Group 2; Census Tract 95.10; Honolulu County; Hawaii,426,0,53,7,0,0,0,289.0,0,11,0,0,0,42,0,0,0,0,0,174,12,11,0,0,0,0,,41,0,0,0,0,0,15,3,9510,2,1500000US150030095102,,,,0,0,0,0,0,0,0,0,0,0,221,42,0,6,0,0,157,426,1500000US150030095101,0,0,0,0,0,0,0
1500000US150030095111,,1,0,1,0.889999985695,24.0,1,1,,38.528842926,1,1500000US150030095111,Block Group 1; Census Tract 95.11; Honolulu County; Hawaii,1806,207,22,0,0,0,11,,0,37,0,0,0,0,0,0,0,0,20,572,82,53,0,312,198,0,,347,122,21,10,0,0,15,3,9511,1,1500000US150030095111,,,,0,0,0,0,0,0,0,0,0,0,744,491,0,50,230,10,281,1796,1500000US150030095111,0,0,0,0,0,0,0
1500000US150030095112,,1,0,1,0.910000026226,45.0,1,1,,38.1094596169,1,1500000US150030095112,Block Group 2; Census Tract 95.11; Honolulu County; Hawaii,1411,10,20,0,0,0,10,809.0,0,13,0,0,0,0,0,0,0,0,28,424,0,28,10,188,155,78,,105,59,83,0,0,0,15,3,9511,2,1500000US150030095112,,,,0,0,0,0,0,0,0,0,0,0,798,125,13,39,71,46,319,1411,1500000US150030095112,0,0,0,0,0,0,0
1500000US150030095121,,1,0,1,0.910000026226,35.0,11,1,,38.4187352107,1,1500000US150030095121,Block Group 1; Census Tract 95.12; Honolulu County; Hawaii,1292,36,41,52,27,66,189,786.0,0,0,0,0,1,0,0,0,0,48,30,337,48,0,24,82,18,224,,124,68,65,2,3,0,15,3,9512,1,1500000US150030095121,,,,0,0,0,4,0,0,11,7,7,0,982,135,6,21,20,4,124,1292,1500000US150030095121,0,0,0,0,0,0,0
1500000US150030095122,,1,0,1,0.949999988079,67.0,1,1,,37.9178746541,1,1500000US150030095122,Block Group 2; Census Tract 95.12; Honolulu County; Hawaii,3409,0,0,0,0,0,0,-666666666.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,15,3,9512,2,1500000US150030095122,,,,0,0,0,0,0,0,0,0,0,0,2066,539,28,226,17,413,120,0,1500000US150030095122,0,0,0,0,0,2814,0
1500000US150030095123,,1,0,1,0.930000007153,13.0,1,1,,38.1783924103,1,1500000US150030095123,Block Group 3; Census Tract 95.12; Honolulu County; Hawaii,635,5,7,5,0,0,0,236.0,0,0,0,0,0,0,0,0,0,0,0,163,0,0,57,55,109,0,,58,25,27,8,0,0,15,3,9512,3,1500000US150030095123,,,,7,0,0,0,0,0,0,0,0,0,412,90,0,17,12,24,80,543,1500000US150030095123,0,0,0,0,0,150,0
1500000US150030096092,,1,0,1,0.930000007153,1.0,1,1,,22.7057600021,1,1500000US150030096092,Block Group 2; Census Tract 96.09; Honolulu County; Hawaii,751,11,0,0,0,0,0,511.0,0,0,65,0,0,0,0,0,0,0,0,163,35,0,0,0,0,0,,0,9,0,38,14,0,15,3,9609,2,1500000US150030096092,,,,0,0,15,33,0,14,27,0,0,0,82,0,0,175,190,0,304,0,1500000US150030096092,0,0,0,0,0,0,0
1500000US150030096093,,1,0,1,0.949999988079,81.0,1,1,,23.3022998361,1,1500000US150030096093,Block Group 3; Census Tract 96.09; Honolulu County; Hawaii,2178,0,61,35,0,0,0,1232.0,25,28,13,0,0,0,0,17,0,0,52,500,301,25,0,0,46,0,,84,92,31,117,0,21,15,3,9609,3,1500000US150030096093,,,,0,14,16,15,9,0,15,0,0,0,322,0,0,188,832,293,543,914,1500000US150030096093,0,0,0,0,0,0,0
1500000US150030097041,,1,0,1,0.990000009537,81.0,239,1,,25.9583816221,1,1500000US150030097041,Block Group 1; Census Tract 97.04; Honolulu County; Hawaii,1866,33,0,171,90,32,38,991.0,0,41,87,0,65,0,0,5,0,6,5,376,386,60,267,11,127,26,,81,18,72,51,4,6,15,3,9704,1,1500000US150030097041,,,,59,33,20,29,15,12,39,52,15,18,174,21,0,343,725,35,568,585,1500000US150030097041,0,0,0,0,0,0,328
1500000US150030097051,,1,0,1,0.889999985695,42.0,1,1,,21.9580039978,1,1500000US150030097051,Block Group 1; Census Tract 97.05; Honolulu County; Hawaii,1062,0,74,103,0,0,0,,0,0,0,0,10,0,0,0,0,10,9,334,100,0,0,0,30,21,,0,7,58,53,0,0,15,3,9705,1,1500000US150030097051,,,,8,0,7,53,94,0,9,10,6,8,212,0,0,281,39,0,530,135,1500000US150030097051,0,0,0,0,0,0,0
1500000US150030097053,,1,1,1,0.920000016689,41.0,5,1,,21.7362346649,1,1500000US150030097053,Block Group 3; Census Tract 97.05; Honolulu County; Hawaii,1086,19,53,23,24,0,0,546.0,0,0,12,0,54,0,0,42,0,15,47,273,26,44,36,10,140,6,,59,49,46,55,25,0,15,3,9705,3,1500000US150030097053,,,,15,33,24,30,10,51,22,0,11,0,28,53,0,224,339,47,395,501,1500000US150030097053,0,0,0,0,0,0,8
1500000US150030097061,,1,0,1,0.949999988079,81.0,134,1,,31.6910481589,1,1500000US150030097061,Block Group 1; Census Tract 97.06; Honolulu County; Hawaii,1029,93,66,0,3,14,0,621.0,19,10,17,0,0,0,0,0,0,24,16,192,74,29,70,135,12,31,,30,53,57,37,11,6,15,3,9706,1,1500000US150030097061,,,,30,3,2,15,2,31,36,0,6,11,42,0,0,63,561,0,363,101,1500000US150030097061,0,0,0,0,0,0,0
1500000US150030097062,,1,0,1,0.959999978542,81.0,83,1,,23.117372814,1,1500000US150030097062,Block Group 2; Census Tract 97.06; Honolulu County; Hawaii,935,0,74,53,81,0,0,470.0,64,17,8,0,0,0,0,18,0,18,0,204,70,0,0,0,54,235,,69,35,45,59,0,0,15,3,9706,2,1500000US150030097062,,,,45,7,0,13,7,5,5,19,6,0,119,3,0,182,503,0,128,552,1500000US150030097062,0,0,0,0,0,0,0
1500000US150030097063,,1,0,1,0.959999978542,80.0,30,1,,26.7715666635,1,1500000US150030097063,Block Group 3; Census Tract 97.06; Honolulu County; Hawaii,1626,48,117,4,0,6,0,,28,31,29,0,12,0,0,0,3,14,12,271,50,86,27,122,16,40,,97,54,91,32,17,19,15,3,9706,3,1500000US150030097063,,,,42,6,16,51,13,36,28,56,10,12,32,0,2,68,867,6,651,15,1500000US150030097063,0,0,0,0,0,0,0
1500000US150030098041,,1,0,1,0.910000026226,0.0,1,1,,25.6957187653,1,1500000US150030098041,Block Group 1; Census Tract 98.04; Honolulu County; Hawaii,860,59,106,26,3,0,0,482.0,0,0,33,0,8,0,0,0,0,22,3,225,0,16,0,0,108,0,,31,25,150,13,0,14,15,3,9804,1,1500000US150030098041,,,,43,21,24,15,1,0,0,0,3,0,119,119,0,112,283,0,227,124,1500000US150030098041,0,0,0,0,0,0,0
1500000US150030098043,,1,1,1,0.930000007153,7.0,34,1,,25.7084884644,1,1500000US150030098043,Block Group 3; Census Tract 98.04; Honolulu County; Hawaii,865,65,53,49,24,33,0,573.0,24,0,7,0,13,0,0,0,0,41,17,166,0,6,0,19,149,31,,34,7,28,19,7,6,15,3,9804,3,1500000US150030098043,,,,16,22,28,0,11,36,32,33,8,3,269,4,0,60,152,4,376,115,1500000US150030098042,0,0,0,0,0,0,22
1500000US150030100002,,1,1,1,0.920000016689,81.0,69,1,,38.1126754183,1,1500000US150030100002,Block Group 2; Census Tract 100; Honolulu County; Hawaii,1070,68,20,51,5,0,0,647.0,0,0,0,0,20,0,0,0,0,76,0,299,31,160,14,145,25,0,,91,7,0,0,31,0,15,3,10000,2,1500000US150030100002,,,,7,6,39,5,0,0,0,0,5,6,330,72,47,51,70,65,435,1000,1500000US150030100001,0,0,0,0,0,0,47
1500000US150030100003,,1,0,1,0.879999995232,70.0,1,1,,53.6066218785,1,1500000US150030100003,Block Group 3; Census Tract 100; Honolulu County; Hawaii,2365,74,248,19,0,6,4,1420.0,0,0,5,0,0,0,0,0,0,181,3,630,16,0,129,0,58,25,,166,58,0,37,0,0,15,3,10000,3,1500000US150030100003,,,,14,5,0,0,6,15,0,19,0,0,1222,557,11,123,20,131,301,2325,1500000US150030100003,0,0,0,0,0,164,0
1500000US150030103051,,1,1,1,0.330000013113,81.0,46,1,,80.4078796387,1,1500000US150030103051,Block Group 1; Census Tract 103.05; Honolulu County; Hawaii,2333,244,172,101,9,0,0,1453.0,0,17,38,0,0,0,0,0,0,9,0,547,39,0,0,0,122,189,,240,40,56,39,26,31,15,3,10305,1,1500000US150030103051,,,,81,0,55,63,52,55,26,54,31,27,466,1,0,563,401,27,875,395,1500000US150030103051,0,0,0,0,0,0,36
1500000US150030103081,,1,0,1,0.310000002384,81.0,4,1,,70.7349980672,1,1500000US150030103081,Block Group 1; Census Tract 103.08; Honolulu County; Hawaii,1425,113,22,244,45,0,0,1061.0,52,0,11,0,51,0,0,0,0,22,68,432,273,12,0,0,53,31,,70,0,19,47,16,24,15,3,10308,1,1500000US150030103081,,,,101,9,32,40,7,7,24,46,41,84,34,0,15,690,75,0,611,150,1500000US150030103081,0,0,0,0,0,0,16
1500000US150030103082,,1,0,1,0.310000002384,51.0,6,1,,73.3578391075,1,1500000US150030103082,Block Group 2; Census Tract 103.08; Honolulu County; Hawaii,2045,79,64,372,67,0,0,,0,19,20,0,29,0,0,0,0,46,20,557,0,37,79,58,11,12,,31,18,51,42,41,10,15,3,10308,2,1500000US150030103082,,,,121,26,79,67,44,51,58,21,20,51,155,0,0,1151,90,22,627,112,1500000US150030103082,13,0,0,13,0,0,0
1500000US150030103083,,1,0,1,0.330000013113,81.0,12,1,,86.6473504887,1,1500000US150030103083,Block Group 3; Census Tract 103.08; Honolulu County; Hawaii,0,0,0,0,0,0,0,-666666666.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,15,3,10308,3,1500000US150030103083,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500000US150030103083,0,0,0,0,0,0,0
1500000US150030103091,,1,0,1,0.340000003576,81.0,202,1,,80.2650088384,1,1500000US150030103091,Block Group 1; Census Tract 103.09; Honolulu County; Hawaii,955,0,266,84,0,10,0,,0,0,0,0,0,0,10,0,0,9,31,307,14,13,0,0,0,0,,40,0,32,0,12,0,15,3,10309,1,1500000US150030103091,,,,92,36,13,9,26,12,0,33,10,14,296,0,11,248,125,0,275,171,1500000US150030103091,0,0,0,0,0,0,0
1500000US150030103092,,1,1,1,0.330000013113,59.0,1,1,,72.0224693298,1,1500000US150030103092,Block Group 2; Census Tract 103.09; Honolulu County; Hawaii,1957,27,361,315,10,0,0,1411.0,0,0,0,0,14,0,0,0,0,10,135,602,35,101,0,33,68,0,,65,40,47,80,16,27,15,3,10309,2,1500000US150030103092,,,,31,14,27,112,29,0,35,134,92,0,398,0,58,785,47,91,578,283,1500000US150030103092,0,0,0,0,0,0,20
1500000US150030103093,,1,0,1,0.360000014305,81.0,1,1,,92.3008068848,1,1500000US150030103093,Block Group 3; Census Tract 103.09; Honolulu County; Hawaii,837,204,17,26,0,0,20,690.0,0,0,0,0,0,0,0,0,0,12,28,242,0,12,0,0,0,0,,0,14,22,5,0,16,15,3,10309,3,1500000US150030103093,,,,41,0,46,27,0,59,50,14,0,20,71,0,0,602,27,0,137,37,1500000US150030103093,0,0,0,0,0,0,0
1500000US150030103102,,1,0,1,0.310000002384,72.0,1,1,,62.4812011719,1,1500000US150030103102,Block Group 2; Census Tract 103.10; Honolulu County; Hawaii,682,0,269,0,11,0,0,444.0,0,0,0,0,32,0,0,0,0,22,133,139,6,0,0,0,0,77,,9,26,5,0,0,0,15,3,10310,2,1500000US150030103102,,,,62,12,14,16,13,60,19,86,0,0,78,0,0,111,86,0,407,204,1500000US150030103102,0,0,0,0,0,0,0
1500000US150030105031,,1,0,1,0.310000002384,61.0,1,1,,73.018423814,1,1500000US150030105031,Block Group 1; Census Tract 105.03; Honolulu County; Hawaii,383,0,0,0,0,0,0,-666666666.0,0,3,15,0,0,0,0,0,0,0,0,0,70,111,21,0,0,0,,0,0,0,0,24,13,15,3,10503,1,1500000US150030105031,,,,17,21,21,11,4,0,6,0,0,0,128,9,6,158,64,3,15,0,1500000US150030105032,0,0,0,0,0,0,0
1500000US150030105032,,1,1,1,0.289999991655,81.0,1,1,0.016694361571,60.263862186,1,1500000US150030105032,Block Group 2; Census Tract 105.03; Honolulu County; Hawaii,1760,31,63,200,130,43,11,990.0,0,6,21,0,37,0,0,25,0,54,57,391,42,30,93,28,97,156,,33,91,57,46,51,5,15,3,10503,2,1500000US150030105032,,,,44,11,6,52,18,44,20,14,41,52,257,0,0,830,121,64,488,621,1500000US150030105031,205,0,0,0,0,0,24
1500000US150030105052,,1,1,1,0.370000004768,31.0,1,1,,58.5931539536,1,1500000US150030105052,Block Group 2; Census Tract 105.05; Honolulu County; Hawaii,1370,7,116,247,83,0,0,1104.0,0,0,22,0,0,0,0,8,0,25,44,350,17,28,47,8,44,60,,9,37,18,0,41,27,15,3,10505,2,1500000US150030105052,,,,59,9,38,52,19,46,55,44,84,36,286,0,0,813,40,0,231,138,1500000US150030105051,0,0,0,0,0,0,0
1500000US150030105071,,1,0,1,0.330000013113,32.0,1,1,,59.498120202,1,1500000US150030105071,Block Group 1; Census Tract 105.07; Honolulu County; Hawaii,2089,394,235,80,28,0,0,1086.0,0,0,13,0,57,0,0,14,0,110,68,509,0,73,12,113,68,81,,69,33,24,12,31,39,15,3,10507,1,1500000US150030105071,,,,51,25,86,27,23,60,4,49,15,26,386,0,0,573,463,30,637,1133,1500000US150030105072,0,0,0,0,0,0,4
1500000US150030105072,,1,1,1,0.289999991655,44.0,1,1,,62.6889629364,1,1500000US150030105072,Block Group 2; Census Tract 105.07; Honolulu County; Hawaii,1123,42,124,32,0,0,0,418.0,0,43,0,0,0,0,0,0,0,0,12,240,196,0,0,0,107,0,,0,15,58,17,0,0,15,3,10507,2,1500000US150030105072,,,,0,0,57,84,12,0,0,0,39,0,65,0,0,157,397,0,504,910,1500000US150030105071,93,0,0,93,0,0,8
1500000US150030105073,,1,0,1,0.310000002384,35.0,14,1,,70.0322921753,1,1500000US150030105073,Block Group 3; Census Tract 105.07; Honolulu County; Hawaii,830,13,220,75,0,0,0,,0,0,0,0,0,0,0,0,0,76,20,209,12,0,0,0,0,0,,16,41,58,0,10,12,15,3,10507,3,1500000US150030105073,,,,26,10,47,27,9,24,12,21,18,0,105,0,0,455,36,0,234,77,1500000US150030105073,0,0,0,0,0,0,0
1500000US150030105074,,1,0,1,0.280000001192,79.0,1,1,,80.6156781514,1,1500000US150030105074,Block Group 4; Census Tract 105.07; Honolulu County; Hawaii,1233,215,64,54,0,0,10,1042.0,0,12,11,0,10,0,0,0,0,12,0,345,11,21,0,8,0,30,,48,10,0,25,16,72,15,3,10507,4,1500000US150030105074,,,,18,57,59,54,69,25,21,38,0,12,41,37,5,611,65,0,474,0,1500000US150030105074,0,0,0,0,0,0,1
1500000US150030105082,,1,0,1,0.310000002384,81.0,3,1,,50.3260293007,1,1500000US150030105082,Block Group 2; Census Tract 105.08; Honolulu County; Hawaii,1960,246,270,49,52,38,0,1237.0,0,0,11,0,7,0,0,0,0,146,125,487,181,0,91,34,0,27,,43,66,8,23,42,32,15,3,10508,2,1500000US150030105082,,,,96,33,38,0,56,46,25,57,33,51,650,26,124,460,0,16,684,567,1500000US150030105082,0,0,0,0,0,0,0
1500000US150030105091,,1,1,1,0.310000002384,34.0,1,1,,54.0784937541,1,1500000US150030105091,Block Group 1; Census Tract 105.09; Honolulu County; Hawaii,547,25,48,70,42,10,27,345.0,0,0,35,0,20,0,0,0,0,56,76,117,118,100,30,15,67,13,,0,0,0,0,15,0,15,3,10509,1,1500000US150030105091,,,,65,0,30,35,6,5,13,26,0,48,67,15,0,95,127,5,238,369,1500000US150030105092,0,0,0,0,0,0,0
1500000US150030105092,,1,1,1,0.280000001192,29.0,1,1,,52.6732177734,1,1500000US150030105092,Block Group 2; Census Tract 105.09; Honolulu County; Hawaii,763,17,44,51,148,0,0,663.0,0,0,7,0,39,0,0,0,0,34,37,185,84,27,16,127,0,0,,0,1,24,20,1,15,15,3,10509,2,1500000US150030105092,,,,35,4,0,40,36,9,38,50,49,25,33,0,0,350,45,0,335,194,1500000US150030105091,0,0,0,0,0,0,29
1500000US150030106012,,1,0,1,0.310000002384,3.0,1,1,0.237151200986,59.287472407,1,1500000US150030106012,Block Group 2; Census Tract 106.01; Honolulu County; Hawaii,1286,65,68,0,163,120,0,992.0,0,0,0,0,40,0,0,13,0,66,95,349,22,125,0,18,54,6,,24,59,0,10,10,16,15,3,10601,2,1500000US150030106012,,,,3,51,22,31,33,25,23,38,38,45,214,3,18,382,54,10,605,460,1500000US150030106012,11,0,0,11,0,0,19
1500000US150030106013,,1,0,1,0.25,8.0,1,1,0.0378071186927,61.4582767487,1,1500000US150030106013,Block Group 3; Census Tract 106.01; Honolulu County; Hawaii,1220,42,44,166,10,0,0,759.0,22,33,10,0,71,0,0,0,0,20,42,249,30,36,0,0,20,10,,81,0,12,19,0,9,15,3,10601,3,1500000US150030106013,,,,7,78,10,18,0,0,53,40,19,92,46,0,0,688,49,96,341,214,1500000US150030106013,0,0,0,0,0,0,0
1500000US150030106021,,1,0,1,0.319999992847,63.0,3,1,,68.5977740818,1,1500000US150030106021,Block Group 1; Census Tract 106.02; Honolulu County; Hawaii,1402,138,50,211,33,0,0,978.0,0,0,14,0,14,0,0,0,0,68,65,378,41,19,0,9,0,6,,43,18,29,35,15,9,15,3,10602,1,1500000US150030106021,,,,9,16,59,23,31,59,30,11,16,105,176,27,0,707,24,0,468,148,1500000US150030106021,0,0,0,0,0,0,5
1500000US150030106022,,1,0,1,0.310000002384,78.0,16,1,,71.5899115668,1,1500000US150030106022,Block Group 2; Census Tract 106.02; Honolulu County; Hawaii,1913,95,115,255,41,0,54,1517.0,0,0,19,0,24,0,0,0,0,41,65,531,58,18,43,2,49,22,,62,60,38,33,18,53,15,3,10602,2,1500000US150030106022,,,,47,47,26,27,49,16,65,17,29,51,362,15,0,850,167,2,517,587,1500000US150030106022,14,0,0,14,0,0,6
1500000US150030106023,,2,1,1,0.330000013113,48.0,1,1,,60.8229955946,1,1500000US150030106023,Block Group 3; Census Tract 106.02; Honolulu County; Hawaii,2077,16,64,136,250,54,0,1286.0,0,13,32,0,18,0,0,0,0,39,58,454,55,71,0,0,0,52,,48,36,10,18,23,29,15,3,10602,3,1500000US150030106023,,,,57,17,135,42,29,24,57,41,103,115,304,9,0,993,82,0,689,133,1500000US150030106023,100,0,0,100,0,0,4
1500000US150030107011,,1,0,1,0.40000000596,81.0,1,1,,48.3964958191,1,1500000US150030107011,Block Group 1; Census Tract 107.01; Honolulu County; Hawaii,1553,68,130,168,105,8,0,1224.0,12,0,49,0,0,15,0,52,0,34,88,427,31,27,46,0,15,0,,47,12,30,8,31,44,15,3,10701,1,1500000US150030107011,,,,124,9,87,0,34,44,7,102,44,17,559,0,0,558,38,63,335,363,1500000US150030107011,0,0,0,0,0,0,0
1500000US150030107021,,1,0,1,0.40000000596,81.0,4,1,,57.8340792163,1,1500000US150030107021,Block Group 1; Census Tract 107.02; Honolulu County; Hawaii,1496,144,106,222,29,3,40,821.0,26,7,20,0,58,0,0,0,0,78,110,313,75,8,28,151,15,0,,71,10,55,24,9,26,15,3,10702,1,1500000US150030107021,,,,55,0,61,0,43,39,26,30,35,189,302,47,0,687,54,71,335,245,1500000US150030107021,47,0,0,47,0,0,0
1500000US150030107022,,1,1,1,0.340000003576,39.0,1,1,,58.0313673019,1,1500000US150030107022,Block Group 2; Census Tract 107.02; Honolulu County; Hawaii,1045,25,10,172,63,0,0,,0,0,0,0,20,0,0,10,0,7,57,228,0,0,10,70,0,0,,49,73,18,0,13,0,15,3,10702,2,1500000US150030107022,,,,32,9,56,18,17,23,16,0,24,38,215,0,0,464,8,0,358,156,1500000US150030107022,7,0,0,7,0,0,0
1500000US150030107023,,1,0,1,0.310000002384,35.0,1,1,,55.069038868,1,1500000US150030107023,Block Group 3; Census Tract 107.02; Honolulu County; Hawaii,1468,0,50,200,48,18,0,1034.0,0,8,0,0,36,0,0,0,0,16,43,306,8,43,0,9,0,0,,99,13,22,24,20,52,15,3,10702,3,1500000US150030107023,,,,30,9,28,45,84,6,7,75,36,42,161,0,5,607,12,10,673,285,1500000US150030107023,0,0,0,0,0,0,0
1500000US150030111032,,1,0,1,0.850000023842,81.0,11,1,,42.4240554006,1,1500000US150030111032,Block Group 2; Census Tract 111.03; Honolulu County; Hawaii,1182,0,46,97,143,0,0,723.0,0,22,20,0,18,0,0,0,0,34,26,203,6,22,9,10,0,0,,0,11,13,40,19,35,15,3,11103,2,1500000US150030111032,,,,13,92,22,67,29,49,19,11,10,11,368,20,11,297,164,29,293,115,1500000US150030111031,0,0,0,0,0,0,4
1500000US150030111065,,1,0,1,0.870000004768,73.0,1,1,,35.8222473145,1,1500000US150030111065,Block Group 5; Census Tract 111.06; Honolulu County; Hawaii,1258,52,59,191,81,0,0,742.0,0,0,12,0,8,0,0,0,0,0,44,281,14,8,27,0,15,0,,36,45,69,43,8,9,15,3,11106,5,1500000US150030111065,,,,31,0,35,26,14,4,75,0,9,48,316,35,0,328,78,0,501,186,1500000US150030111065,0,0,0,0,0,0,1
1500000US150030113001,,1,1,1,0.920000016689,81.0,170,1,,55.2185183026,1,1500000US150030113001,Block Group 1; Census Tract 113; Honolulu County; Hawaii,903,68,31,0,36,0,7,548.0,0,13,0,0,0,0,0,8,0,43,20,105,56,73,7,34,33,9,,0,0,0,9,2,8,15,3,11300,1,1500000US150030113001,,,,15,7,0,67,0,103,39,7,0,0,169,0,0,142,283,0,309,219,1500000US150030113003,0,0,0,0,0,0,0
