GEO_ID,NAME,B01001_001E,B25034_006E,B25034_007E,B25034_008E,B25034_009E,B25034_010E,B25034_011E,B25046_001E,B27010_017E,B27010_033E,B27010_050E,B27010_066E,B28002_013E,C16002_004E,C16002_007E,C16002_010E,C16002_013E,B09019_005E,B09019_008E,B19101_001E,C17002_002E,C17002_003E,C17002_004E,C17002_005E,C17002_006E,C17002_007E,B20005_002E,B01001_003E,B01001_004E,B01001_005E,B01001_006E,B01001_020E,B01001_021E,state,county,tract,block group,GEO_ID_2,GEO_ID_2,P5_002N,P5_003N,P5_004N,P5_005N,P5_008N,P5_009N,P5_010N
1500000US150010201001,Block Group 1; Census Tract 201; Hawaii County; Hawaii,1462,82,294,87,17,5,9,813,0,42,40,0,160,0,0,53,0,79,49,330,211,140,38,15,210,3,,37,39,76,46,15,24,15,001,020100,1,1500000US150010201001,1500000US150010201002,0,0,0,0,0,0,0
1500000US150030112015,Block Group 5; Census Tract 112.01; Honolulu County; Hawaii,1146,55,106,21,172,0,10,,0,13,0,0,0,0,0,0,0,9,61,205,13,58,23,0,12,0,,13,21,36,59,12,8,15,003,011201,5,1500000US150030112015,1500000US150030112015,0,0,0,0,0,0,3
1500000US150030112021,Block Group 1; Census Tract 112.02; Honolulu County; Hawaii,1007,27,26,69,37,13,42,603,0,0,46,0,6,0,0,0,0,19,44,224,23,6,20,11,32,0,,44,50,29,23,17,8,15,003,011202,1,1500000US150030112021,1500000US150030112022,0,0,0,0,0,0,0
1500000US150030112022,Block Group 2; Census Tract 112.02; Honolulu County; Hawaii,934,23,28,37,166,82,67,724,13,12,7,0,0,0,0,0,0,32,45,230,121,0,0,23,27,14,,0,24,18,0,13,8,15,003,011202,2,1500000US150030112022,1500000US150030112021,0,0,0,0,0,0,0
1500000US150030113001,Block Group 1; Census Tract 113; Honolulu County; Hawaii,903,68,31,0,36,0,7,548,0,13,0,0,0,0,0,8,0,43,20,105,56,73,7,34,33,9,,0,0,0,9,2,8,15,003,011300,1,1500000US150030113001,1500000US150030113003,0,0,0,0,0,0,0
1500000US150030113002,Block Group 2; Census Tract 113; Honolulu County; Hawaii,1150,0,74,109,35,8,0,837,17,22,25,0,13,0,0,8,0,32,57,234,28,53,26,66,13,26,,1,18,19,3,10,75,15,003,011300,2,1500000US150030113002,1500000US150030113001,0,0,0,0,0,0,10
1500000US150030113003,Block Group 3; Census Tract 113; Honolulu County; Hawaii,3690,0,517,50,33,0,11,1939,0,33,93,0,20,0,0,9,0,35,31,619,40,226,142,27,17,0,,147,211,344,140,7,9,15,003,011300,3,1500000US150030113003,1500000US150030113002,0,0,0,0,0,0,0
1500000US150030114011,Block Group 1; Census Tract 114.01; Honolulu County; Hawaii,590,22,81,6,0,0,19,444,0,0,0,0,0,0,0,0,0,115,5,136,23,0,30,0,22,0,,41,5,0,0,0,0,15,003,011401,1,1500000US150030114011,1500000US150030114012,0,0,0,0,0,0,0
1500000US150030114012,Block Group 2; Census Tract 114.01; Honolulu County; Hawaii,1233,101,94,77,0,12,30,994,0,0,0,0,0,9,0,0,0,38,44,400,57,19,0,74,82,27,,54,12,0,0,0,0,15,003,011401,2,1500000US150030114012,1500000US150030114011,0,0,0,0,0,0,0
1500000US150030115001,Block Group 1; Census Tract 115; Honolulu County; Hawaii,2280,15,5,5,0,0,0,1473,19,27,27,0,7,0,0,15,0,52,9,645,77,204,247,11,257,4,,69,149,57,38,11,40,15,003,011500,1,1500000US150030115001,1500000US150030115003,0,0,0,0,0,0,0
1500000US150030115002,Block Group 2; Census Tract 115; Honolulu County; Hawaii,1806,0,47,0,0,0,0,1100,2,0,40,0,21,0,0,0,0,39,49,473,90,28,31,24,62,0,,61,57,15,63,22,48,15,003,011500,2,1500000US150030115002,1500000US150030115001,0,0,0,0,0,0,0
1500000US150030115003,Block Group 3; Census Tract 115; Honolulu County; Hawaii,2386,11,0,4,3,0,0,1731,7,15,21,0,9,0,0,2,0,66,10,495,36,46,27,29,9,12,,91,80,139,31,8,17,15,003,011500,3,1500000US150030115003,1500000US150030115002,0,0,0,0,0,0,0
1500000US150030115004,Block Group 4; Census Tract 115; Honolulu County; Hawaii,4107,0,0,0,27,0,0,2644,22,30,33,0,17,0,0,41,0,95,94,1087,72,36,78,63,22,98,,265,217,107,64,17,0,15,003,011500,4,1500000US150030115004,1500000US150030115004,0,0,0,0,0,0,6
1500000US150030115005,Block Group 5; Census Tract 115; Honolulu County; Hawaii,998,0,0,24,0,0,0,629,0,0,20,0,19,0,0,0,0,61,223,267,0,43,19,0,0,0,,0,0,52,0,11,0,15,003,011500,5,1500000US150030115005,1500000US150030115005,79,0,0,79,0,0,18
1500000US150030116001,Block Group 1; Census Tract 116; Honolulu County; Hawaii,545,8,59,37,86,27,41,420,0,0,0,0,25,0,0,0,0,38,54,124,16,9,20,6,44,0,,12,0,9,19,13,10,15,003,011600,1,1500000US150030116001,1500000US150030116001,0,0,0,0,0,0,7
1500000US150030116002,Block Group 2; Census Tract 116; Honolulu County; Hawaii,1285,3,9,124,120,25,85,1057,0,29,5,0,2,0,0,0,8,24,20,402,43,48,2,0,31,11,,21,19,14,10,16,64,15,003,011600,2,1500000US150030116002,1500000US150030116002,0,0,0,0,0,0,0
1500000US150039400031,Block Group 1; Census Tract 9400.03; Honolulu County; Hawaii,2149,26,36,143,111,162,49,1478,5,11,20,0,119,0,0,0,0,44,41,509,80,3,0,28,109,51,,63,30,42,39,47,45,15,003,940003,1,1500000US150039400031,1500000US150039400031,0,0,0,0,0,0,30
1500000US150039400041,Block Group 1; Census Tract 9400.04; Honolulu County; Hawaii,2326,41,114,48,33,11,22,1312,0,22,20,0,64,0,0,3,0,26,46,435,39,153,24,52,113,48,,44,69,129,48,28,48,15,003,940004,1,1500000US150039400041,1500000US150039400041,0,0,0,0,0,0,11
1500000US150039400051,Block Group 1; Census Tract 9400.05; Honolulu County; Hawaii,2558,81,186,16,6,0,0,,5,13,52,6,36,0,5,0,0,28,10,534,58,78,11,48,63,120,,119,78,69,70,19,20,15,003,940005,1,1500000US150039400051,1500000US150039400051,0,0,0,0,0,0,0
1500000US150039400061,Block Group 1; Census Tract 9400.06; Honolulu County; Hawaii,2482,45,191,116,48,12,10,1367,26,74,7,0,72,0,0,0,6,28,21,573,118,148,126,45,226,117,,68,133,57,73,7,27,15,003,940006,1,1500000US150039400061,1500000US150039400061,0,0,0,0,0,0,20
1500000US150039400071,Block Group 1; Census Tract 9400.07; Honolulu County; Hawaii,2326,19,369,99,25,0,18,858,77,58,70,0,57,0,0,0,0,27,63,402,123,290,300,67,92,84,,151,56,129,23,9,43,15,003,940007,1,1500000US150039400071,1500000US150039400071,0,0,0,0,0,0,0
1500000US150039800001,Block Group 1; Census Tract 9800; Honolulu County; Hawaii,0,0,0,0,0,0,0,-666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,15,003,980000,1,1500000US150039800001,1500000US150039800001,0,0,0,0,0,0,0
1500000US150039802001,Block Group 1; Census Tract 9802; Honolulu County; Hawaii,341,0,0,0,0,0,0,-666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,5,6,15,003,980200,1,1500000US150039802001,1500000US150039802001,280,280,0,0,0,0,4
1500000US150039803001,Block Group 1; Census Tract 9803; Honolulu County; Hawaii,0,0,0,0,0,0,0,-666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,15,003,980300,1,1500000US150039803001,1500000US150039803001,0,0,0,0,0,0,4
1500000US150039806001,Block Group 1; Census Tract 9806; Honolulu County; Hawaii,100,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,20,0,0,100,0,0,0,,28,16,16,0,0,0,15,003,980600,1,1500000US150039806001,1500000US150039806001,0,0,0,0,0,0,1
1500000US150039807001,Block Group 1; Census Tract 9807; Honolulu County; Hawaii,0,0,0,0,0,0,0,-666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,15,003,980700,1,1500000US150039807001,1500000US150039807001,0,0,0,0,0,0,0
1500000US150039808001,Block Group 1; Census Tract 9808; Honolulu County; Hawaii,0,0,0,0,0,0,0,-666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,15,003,980800,1,1500000US150039808001,1500000US150039808001,0,0,0,0,0,0,0
1500000US150039810001,Block Group 1; Census Tract 9810; Honolulu County; Hawaii,0,0,0,0,0,0,0,-666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,15,003,981000,1,1500000US150039810001,1500000US150039810001,0,0,0,0,0,0,8
1500000US150039811001,Block Group 1; Census Tract 9811; Honolulu County; Hawaii,89,0,3,0,0,0,0,-666666666,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,,0,0,0,0,0,0,15,003,981100,1,1500000US150039811001,1500000US150039811001,0,0,0,0,0,131,0
1500000US150039812001,Block Group 1; Census Tract 9812; Honolulu County; Hawaii,0,0,0,0,0,0,0,-666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,15,003,981200,1,1500000US150039812001,1500000US150039812001,0,0,0,0,0,0,0
1500000US150039813001,Block Group 1; Census Tract 9813; Honolulu County; Hawaii,283,0,0,0,6,0,0,97,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,43,19,0,,0,11,12,14,0,0,15,003,981300,1,1500000US150039813001,1500000US150039813001,0,0,0,0,0,0,11
1500000US150039814001,Block Group 1; Census Tract 9814; Honolulu County; Hawaii,27,8,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,,0,0,0,0,0,0,15,003,981400,1,1500000US150039814001,1500000US150039814001,0,0,0,0,0,0,4
1500000US150039817001,Block Group 1; Census Tract 9817; Honolulu County; Hawaii,3557,94,62,6,26,15,19,1466,13,35,0,0,0,0,0,0,0,50,49,731,232,110,90,69,197,124,,229,91,68,14,0,0,15,003,981700,1,1500000US150039817001,1500000US150039817001,0,0,0,0,0,1165,0
1500000US150039818011,Block Group 1; Census Tract 9818.01; Honolulu County; Hawaii,3333,19,50,39,0,19,0,,0,0,0,0,0,83,0,8,0,18,24,1047,226,167,0,40,253,0,,193,135,166,19,0,0,15,003,981801,1,1500000US150039818011,1500000US150039818011,0,0,0,0,0,0,0
1500000US150039818021,Block Group 1; Census Tract 9818.02; Honolulu County; Hawaii,1392,3,90,0,0,0,0,,0,0,0,0,0,6,0,0,0,17,0,419,38,37,24,0,16,0,,116,89,19,5,0,0,15,003,981802,1,1500000US150039818021,1500000US150039818021,0,0,0,0,0,0,0
1500000US150039818031,Block Group 1; Census Tract 9818.03; Honolulu County; Hawaii,3401,24,54,6,0,0,3,517,0,5,0,0,0,0,0,0,0,0,11,371,11,5,32,320,61,0,,41,0,0,0,0,0,15,003,981803,1,1500000US150039818031,1500000US150039818031,0,0,0,0,0,2395,0
1500000US150039819001,Block Group 1; Census Tract 9819; Honolulu County; Hawaii,586,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,14,64,0,0,0,0,0,,0,0,0,0,0,0,15,003,981900,1,1500000US150039819001,1500000US150039819001,0,0,0,0,0,315,0
1500000US150039820001,Block Group 1; Census Tract 9820; Honolulu County; Hawaii,1054,19,0,12,17,0,21,398,0,0,0,0,19,0,0,0,0,0,0,181,17,6,5,0,0,0,,70,81,7,0,0,0,15,003,982000,1,1500000US150039820001,1500000US150039820001,0,0,0,0,0,395,0
1500000US150039821001,Block Group 1; Census Tract 9821; Honolulu County; Hawaii,0,0,0,0,0,0,0,-666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,15,003,982100,1,1500000US150039821001,1500000US150039821001,0,0,0,0,0,0,1
1500000US150039822001,Block Group 1; Census Tract 9822; Honolulu County; Hawaii,181,0,0,0,0,0,0,-666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,15,003,982200,1,1500000US150039822001,1500000US150039822001,0,0,0,0,0,0,6
1500000US150039900010,Block Group 0; Census Tract 9900.01; Honolulu County; Hawaii,0,0,0,0,0,0,0,-666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,15,003,990001,0,1500000US150039900010,1500000US150039900010,0,0,0,0,0,0,0
1500000US150050319001,Block Group 1; Census Tract 319; Kalawao County; Hawaii,50,2,1,5,19,5,50,32,0,3,0,0,3,0,0,0,0,21,4,3,3,4,0,3,6,3,,0,0,0,0,1,0,15,005,031900,1,1500000US150050319001,1500000US150050319001,0,0,0,0,0,0,17
1500000US150059900000,Block Group 0; Census Tract 9900; Kalawao County; Hawaii,0,0,0,0,0,0,0,-666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,15,005,990000,0,1500000US150059900000,1500000US150059900000,0,0,0,0,0,0,0
1500000US150070401041,Block Group 1; Census Tract 401.04; Kauai County; Hawaii,991,108,72,47,49,19,6,572,123,0,19,0,0,0,0,0,0,6,37,240,23,88,59,1,98,2,,24,76,66,116,0,6,15,007,040104,1,1500000US150070401041,1500000US150070401041,0,0,0,0,0,0,12
1500000US150070401042,Block Group 2; Census Tract 401.04; Kauai County; Hawaii,287,63,120,40,4,14,49,197,0,11,5,0,16,0,0,0,0,3,5,94,4,17,18,0,0,13,,0,21,0,0,7,7,15,007,040104,2,1500000US150070401042,1500000US150070401042,0,0,0,0,0,0,0
1500000US150070401051,Block Group 1; Census Tract 401.05; Kauai County; Hawaii,1720,61,108,16,9,11,1,1107,0,92,82,0,0,0,0,7,0,64,18,337,214,4,25,203,77,39,,11,39,33,5,57,30,15,007,040105,1,1500000US150070401051,1500000US150070401052,0,0,0,0,0,0,0
1500000US150070401052,Block Group 2; Census Tract 401.05; Kauai County; Hawaii,2788,326,184,19,0,89,27,2081,118,73,85,0,21,0,0,12,0,82,55,620,316,100,76,32,175,30,,65,20,115,37,27,56,15,007,040105,2,1500000US150070401052,1500000US150070401051,0,0,0,0,0,0,0
1500000US150070401061,Block Group 1; Census Tract 401.06; Kauai County; Hawaii,763,384,394,38,0,0,0,499,0,0,23,0,6,0,0,18,0,47,99,171,82,12,221,0,0,0,,0,25,0,73,8,19,15,007,040106,1,1500000US150070401061,1500000US150070401061,0,0,0,0,0,0,0
1500000US150070401062,Block Group 2; Census Tract 401.06; Kauai County; Hawaii,601,28,139,2,5,0,0,587,0,12,0,0,0,0,0,0,0,19,20,281,4,4,0,0,0,4,,0,2,9,13,12,16,15,007,040106,2,1500000US150070401062,1500000US150070401062,0,0,0,0,0,0,0
1500000US150070401063,Block Group 3; Census Tract 401.06; Kauai County; Hawaii,643,184,498,0,0,0,0,498,0,0,1,0,15,0,0,0,0,5,33,163,8,42,0,53,47,5,,0,18,0,25,11,26,15,007,040106,3,1500000US150070401063,1500000US150070401063,0,0,0,0,0,0,0
1500000US150070402041,Block Group 1; Census Tract 402.04; Kauai County; Hawaii,1757,91,68,10,64,30,20,1353,11,0,30,12,0,0,0,0,0,26,60,500,50,42,24,8,0,25,,14,81,32,17,27,10,15,007,040204,1,1500000US150070402041,1500000US150070402041,0,0,0,0,0,0,0
1500000US150070402042,Block Group 2; Census Tract 402.04; Kauai County; Hawaii,4282,368,462,115,16,11,0,2898,0,44,98,0,31,0,0,0,0,146,140,815,31,201,22,51,618,107,,199,61,212,70,77,45,15,007,040204,2,1500000US150070402042,1500000US150070402042,0,0,0,0,0,0,28
1500000US150070402051,Block Group 1; Census Tract 402.05; Kauai County; Hawaii,1285,123,521,83,49,5,5,903,95,51,56,0,41,5,0,0,0,83,78,259,6,135,86,59,34,0,,10,149,6,0,0,32,15,007,040205,1,1500000US150070402051,1500000US150070402051,0,0,0,0,0,0,0
1500000US150070402052,Block Group 2; Census Tract 402.05; Kauai County; Hawaii,1309,112,176,37,17,0,7,837,0,26,39,0,54,0,0,0,0,41,17,255,14,31,0,38,74,19,,0,0,56,0,9,29,15,007,040205,2,1500000US150070402052,1500000US150070402052,0,0,0,0,0,0,0
1500000US150070402053,Block Group 3; Census Tract 402.05; Kauai County; Hawaii,1018,16,164,36,27,0,0,902,91,50,37,50,9,0,0,0,0,62,0,248,25,8,5,11,28,0,,0,45,46,0,60,0,15,007,040205,3,1500000US150070402053,1500000US150070402053,0,0,0,0,0,0,0
1500000US150070402054,Block Group 4; Census Tract 402.05; Kauai County; Hawaii,1069,24,96,74,145,36,36,851,0,6,36,0,76,0,0,20,0,47,70,304,89,129,12,21,26,6,,59,14,38,11,28,44,15,007,040205,4,1500000US150070402054,1500000US150070402054,0,0,0,0,0,0,5
1500000US150070403011,Block Group 1; Census Tract 403.01; Kauai County; Hawaii,1653,114,76,0,50,20,0,794,39,0,55,0,0,0,0,0,0,22,20,215,92,38,0,39,32,145,,39,178,87,78,0,28,15,007,040301,1,1500000US150070403011,1500000US150070403011,0,0,0,0,0,0,10
1500000US150070403012,Block Group 2; Census Tract 403.01; Kauai County; Hawaii,2517,440,150,42,50,79,0,2196,0,56,134,0,44,0,0,45,0,163,45,691,106,0,0,117,0,0,,16,108,21,57,29,19,15,007,040301,2,1500000US150070403012,1500000US150070403012,0,0,0,0,0,0,0
1500000US150070403013,Block Group 3; Census Tract 403.01; Kauai County; Hawaii,1946,243,191,27,23,0,32,1324,0,0,52,0,81,0,0,9,0,0,90,422,126,25,66,40,40,51,,122,0,57,0,0,51,15,007,040301,3,1500000US150070403013,1500000US150070403013,0,0,0,0,0,0,6
1500000US150070403021,Block Group 1; Census Tract 403.02; Kauai County; Hawaii,1446,107,31,21,23,15,0,1023,0,0,212,0,6,0,0,6,0,9,79,256,0,0,23,7,62,0,,0,168,17,0,14,6,15,007,040302,1,1500000US150070403021,1500000US150070403021,60,0,0,60,0,0,19
1500000US150070403022,Block Group 2; Census Tract 403.02; Kauai County; Hawaii,1017,133,273,0,24,127,62,537,0,0,0,0,0,0,0,0,0,0,75,165,105,16,0,0,0,0,,0,31,0,92,0,0,15,007,040302,2,1500000US150070403022,1500000US150070403022,0,0,0,0,0,0,0
1500000US150070404011,Block Group 1; Census Tract 404.01; Kauai County; Hawaii,2410,61,35,196,14,0,0,1257,0,21,0,18,48,0,0,40,0,51,19,446,66,97,69,73,342,55,,38,89,105,44,62,15,15,007,040401,1,1500000US150070404011,1500000US150070404012,0,0,0,0,0,0,0
1500000US150070404012,Block Group 2; Census Tract 404.01; Kauai County; Hawaii,2218,37,158,89,197,6,8,1281,0,23,80,0,38,0,0,73,0,18,25,500,57,211,0,33,74,86,,136,41,90,28,25,71,15,007,040401,2,1500000US150070404012,1500000US150070404011,0,0,0,0,0,0,0
1500000US150070404013,Block Group 3; Census Tract 404.01; Kauai County; Hawaii,2877,268,21,0,8,0,0,1655,10,42,67,16,71,0,0,77,0,37,42,625,111,87,7,62,115,40,,80,42,57,43,15,18,15,007,040401,3,1500000US150070404013,1500000US150070404013,127,127,0,0,0,0,150
1500000US150070404021,Block Group 1; Census Tract 404.02; Kauai County; Hawaii,1402,106,65,0,0,0,26,1197,0,0,12,0,34,0,0,12,0,55,168,362,60,49,65,56,11,0,,17,39,18,39,55,0,15,007,040402,1,1500000US150070404021,1500000US150070404022,0,0,0,0,0,0,0
1500000US150070404022,Block Group 2; Census Tract 404.02; Kauai County; Hawaii,1396,113,107,0,0,6,0,874,61,0,8,0,15,0,0,12,0,6,3,293,75,15,8,14,230,4,,145,60,35,50,18,14,15,007,040402,2,1500000US150070404022,1500000US150070404021,0,0,0,0,0,0,0
1500000US150070405001,Block Group 1; Census Tract 405; Kauai County; Hawaii,1863,125,33,18,82,84,99,1213,0,22,45,0,0,0,0,0,0,113,65,367,36,73,313,47,174,18,,85,25,51,0,0,52,15,007,040500,1,1500000US150070405001,1500000US150070405003,0,0,0,0,0,0,22
1500000US150070405002,Block Group 2; Census Tract 405; Kauai County; Hawaii,1788,155,128,73,52,77,2,1067,0,30,0,0,16,0,0,37,0,25,128,441,55,49,247,104,63,0,,0,19,17,15,69,31,15,007,040500,2,1500000US150070405002,1500000US150070405001,0,0,0,0,0,0,12
1500000US150070405003,Block Group 3; Census Tract 405; Kauai County; Hawaii,1616,52,162,17,55,16,14,1120,0,17,65,0,79,0,0,51,0,31,89,335,17,17,0,127,0,0,,108,36,70,19,7,0,15,007,040500,3,1500000US150070405003,1500000US150070405002,0,0,0,0,0,0,6
1500000US150070405004,Block Group 4; Census Tract 405; Kauai County; Hawaii,2034,0,147,139,7,72,0,1014,104,59,59,0,0,0,0,0,0,98,55,328,73,0,40,639,0,0,,131,115,100,94,22,8,15,007,040500,4,1500000US150070405004,1500000US150070405004,96,0,0,96,0,0,31
1500000US150070406031,Block Group 1; Census Tract 406.03; Kauai County; Hawaii,560,275,520,83,21,0,17,385,0,3,26,0,4,0,0,0,0,63,56,156,22,0,28,0,0,3,,0,4,5,0,10,49,15,007,040603,1,1500000US150070406031,1500000US150070406031,0,0,0,0,0,0,9
1500000US150070406032,Block Group 2; Census Tract 406.03; Kauai County; Hawaii,2412,212,230,57,58,7,29,1448,10,23,82,0,76,0,4,15,0,47,102,531,139,58,21,10,100,0,,41,38,138,47,19,58,15,007,040603,2,1500000US150070406032,1500000US150070406032,0,0,0,0,0,0,0
1500000US150070406041,Block Group 1; Census Tract 406.04; Kauai County; Hawaii,2115,214,98,36,80,55,29,1461,12,18,32,0,28,0,0,14,0,53,95,489,36,38,93,150,59,52,,78,91,86,23,25,25,15,007,040604,1,1500000US150070406041,1500000US150070406042,0,0,0,0,0,0,15
1500000US150070406042,Block Group 2; Census Tract 406.04; Kauai County; Hawaii,1394,142,224,73,44,0,67,1080,10,27,30,0,67,0,0,8,3,108,72,364,29,41,99,77,77,99,,44,38,35,20,10,36,15,007,040604,2,1500000US150070406042,1500000US150070406041,120,0,0,120,0,0,0
1500000US150070407011,Block Group 1; Census Tract 407.01; Kauai County; Hawaii,1541,54,136,13,4,8,54,932,0,13,8,0,21,0,0,0,0,41,21,333,177,69,12,27,13,40,,33,58,57,40,13,9,15,007,040701,1,1500000US150070407011,1500000US150070407011,0,0,0,0,0,0,0
1500000US150070407012,Block Group 2; Census Tract 407.01; Kauai County; Hawaii,1551,81,147,64,0,8,53,1240,0,0,0,0,21,0,0,0,0,71,57,347,133,0,0,30,10,92,,94,47,87,21,30,64,15,007,040701,2,1500000US150070407012,1500000US150070407012,0,0,0,0,0,0,0
1500000US150070407021,Block Group 1; Census Tract 407.02; Kauai County; Hawaii,2173,202,397,17,36,0,27,1983,0,45,14,0,14,0,0,31,0,195,16,513,27,334,16,0,188,23,,0,14,116,53,48,64,15,007,040702,1,1500000US150070407021,1500000US150070407021,0,0,0,0,0,0,0
1500000US150070407022,Block Group 2; Census Tract 407.02; Kauai County; Hawaii,506,115,0,0,0,55,57,,0,28,0,0,38,0,0,38,0,0,66,77,26,57,0,0,0,28,,0,8,9,0,0,0,15,007,040702,2,1500000US150070407022,1500000US150070407024,0,0,0,0,0,0,0
1500000US150070407023,Block Group 3; Census Tract 407.02; Kauai County; Hawaii,2255,224,64,37,11,6,0,1610,5,9,5,0,82,0,0,27,0,54,35,469,80,78,30,25,39,6,,167,66,111,20,44,11,15,007,040702,3,1500000US150070407023,1500000US150070407022,0,0,0,0,0,0,0
1500000US150070407024,Block Group 4; Census Tract 407.02; Kauai County; Hawaii,560,29,28,23,14,0,0,377,0,0,0,0,0,0,0,0,0,0,34,124,140,5,0,0,0,0,,24,31,31,0,21,0,15,007,040702,4,1500000US150070407024,1500000US150070407023,0,0,0,0,0,0,0
1500000US150070408001,Block Group 1; Census Tract 408; Kauai County; Hawaii,2119,3,81,5,0,65,332,1089,0,27,114,0,55,0,0,33,0,15,33,384,56,124,146,217,600,21,,50,55,61,145,30,34,15,007,040800,1,1500000US150070408001,1500000US150070408003,0,0,0,0,0,0,30
1500000US150070408002,Block Group 2; Census Tract 408; Kauai County; Hawaii,1538,16,36,14,90,11,0,1461,0,0,40,0,18,0,0,0,0,36,21,392,36,24,0,40,0,21,,0,19,38,27,22,0,15,007,040800,2,1500000US150070408002,1500000US150070408001,0,0,0,0,0,0,38
1500000US150070408003,Block Group 3; Census Tract 408; Kauai County; Hawaii,434,37,0,0,50,12,33,346,0,19,0,0,18,0,0,0,0,0,34,113,20,0,0,175,0,0,,19,0,0,20,0,0,15,007,040800,3,1500000US150070408003,1500000US150070408002,0,0,0,0,0,0,0
1500000US150070409001,Block Group 1; Census Tract 409; Kauai County; Hawaii,367,152,3,14,0,16,69,283,0,0,0,0,14,0,0,0,0,21,3,114,0,0,0,32,0,0,,4,14,17,0,0,7,15,007,040900,1,1500000US150070409001,1500000US150070409003,15,0,0,15,0,0,18
1500000US150070409002,Block Group 2; Census Tract 409; Kauai County; Hawaii,1101,24,115,77,105,20,0,803,0,0,38,0,52,4,0,24,0,69,90,242,22,32,53,11,81,34,,19,24,11,11,16,36,15,007,040900,2,1500000US150070409002,1500000US150070409005,0,0,0,0,0,0,35
1500000US150070409003,Block Group 3; Census Tract 409; Kauai County; Hawaii,657,75,43,32,34,24,79,469,0,6,5,0,24,0,0,0,0,82,65,119,17,49,15,20,33,72,,33,14,10,0,0,5,15,007,040900,3,1500000US150070409003,1500000US150070409001,0,0,0,0,0,0,8
1500000US150070409004,Block Group 4; Census Tract 409; Kauai County; Hawaii,773,83,0,16,36,48,29,692,0,39,0,0,30,0,0,21,0,24,35,219,0,19,10,14,0,38,,0,21,0,44,0,19,15,007,040900,4,1500000US150070409004,1500000US150070409002,42,0,0,42,0,0,11
1500000US150070409005,Block Group 5; Census Tract 409; Kauai County; Hawaii,377,22,0,31,12,13,28,,0,0,17,0,65,0,0,0,0,0,31,66,22,50,0,0,95,0,,0,50,0,0,0,0,15,007,040900,5,1500000US150070409005,1500000US150070409004,0,0,0,0,0,0,0
1500000US150070409006,Block Group 6; Census Tract 409; Kauai County; Hawaii,1897,70,296,15,32,0,0,1396,0,25,11,0,29,0,0,4,0,28,20,427,116,196,6,5,69,0,,38,131,108,11,0,99,15,007,040900,6,1500000US150070409006,1500000US150070409006,0,0,0,0,0,0,0
1500000US150070412001,Block Group 1; Census Tract 412; Kauai County; Hawaii,0,0,0,0,0,0,0,-666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,15,007,041200,1,1500000US150070412001,1500000US150070412002,0,0,0,0,0,0,0
1500000US150070412002,Block Group 2; Census Tract 412; Kauai County; Hawaii,0,0,0,0,0,0,0,-666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,15,007,041200,2,1500000US150070412002,1500000US150070412001,0,0,0,0,0,0,0
1500000US150079400001,Block Group 1; Census Tract 9400; Kauai County; Hawaii,2208,80,93,132,0,15,47,1722,13,29,84,0,71,0,0,0,0,155,27,514,64,88,143,309,82,53,,74,107,29,6,27,38,15,007,940000,1,1500000US150079400001,1500000US150079400001,0,0,0,0,0,0,6
1500000US150079400002,Block Group 2; Census Tract 9400; Kauai County; Hawaii,2277,71,132,62,116,6,17,1441,13,21,26,0,68,0,0,15,0,36,46,498,88,193,56,78,134,180,,62,82,76,35,49,16,15,007,940000,2,1500000US150079400002,1500000US150079400002,0,0,0,0,0,0,0
1500000US150079901000,Block Group 0; Census Tract 9901; Kauai County; Hawaii,0,0,0,0,0,0,0,-666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,15,007,990100,0,1500000US150079901000,1500000US150079901000,0,0,0,0,0,0,0
